id,uniq_id,date_time,action_id,customer_id,quantity
93,b9358fe59da7e11eedfaad3c31d0acc7,2022-11-22T00:00:00,3,240,19
94,5a2324642c55c51a18f0e560c48471f7,2022-11-22T00:00:00,2,641,10
95,ac0c5e1d475e49a46cd27d04e5e4eb84,2022-11-22T00:00:00,1,441,6
96,06e7cbe0c88ad054258c89ae2832c2c1,2022-11-22T00:00:00,1,601,8
97,546d782881decff2463778b07f8efb37,2022-11-22T00:00:00,3,480,12
98,d66f925cc152256531283ffe0cb877f6,2022-11-22T00:00:00,0,661,19
99,2c00923dfcf435fc9b60b53ca32b1823,2022-11-22T00:00:00,2,760,12
100,bad0f8a40a935e67b080459da9335d28,2022-11-22T00:00:00,2,270,13
101,eefc3417981839ceb8fa5a4caa9a8b6e,2022-11-22T00:00:00,1,371,6
102,3b233223eb469eafde88b00098151c65,2022-11-23T00:00:00,1,410,17
103,03d0dc9d9017904aafd714501c61ff07,2022-11-23T00:00:00,0,621,2
104,d00c080d78bb4065c4cdbd6362b3aa25,2022-11-23T00:00:00,0,741,6
105,4858cfe21d6ae1f740e977ec54ed151f,2022-11-23T00:00:00,0,411,3
106,421be135e28a618bbe8233f156607699,2022-11-23T00:00:00,3,221,6
107,8aeb18649cae2888fd68cae1136d05a0,2022-11-23T00:00:00,2,230,0
108,63727738a44aee90d6c36d726441e584,2022-11-23T00:00:00,1,440,9
109,9377f37a5ee36e46dae196608449e749,2022-11-23T00:00:00,0,770,11
110,dc60596524ee6e5ade0ee18fdc08fbb7,2022-11-23T00:00:00,1,431,11
111,f359e90d7e31d996c382bbe9d01750f9,2022-11-23T00:00:00,3,320,14
112,895ed56b7f86319a796d681a28fca296,2022-11-23T00:00:00,3,170,12
113,ee75c8b51ff296b30313badb364b456c,2022-11-23T00:00:00,1,341,12
114,0f1d55b5bbd262af3d9837c03b5c50d6,2022-11-23T00:00:00,1,231,21
115,f7b8b50c083cc2c33e4643c2e2e6dd1e,2022-11-23T00:00:00,2,151,6
116,62edb64ece80e96bbe9a44da6624465b,2022-11-23T00:00:00,1,880,15
117,a581cb748e417451bf1767f582370c0c,2022-11-23T00:00:00,0,940,5
118,26c437804425879e37c0e79e7a62bb39,2022-11-23T00:00:00,2,30,7
119,16fd9bb812e08363f6670b4dfd6cd063,2022-11-23T00:00:00,3,671,17
120,1cc414b564e6a9ee6180a1c007415985,2022-11-24T00:00:00,0,981,4
121,5942e9103d3e1e3b45c6bbe06a4917af,2022-11-24T00:00:00,0,671,10
122,a0b07278980d41950880d63b238b6fbb,2022-11-24T00:00:00,3,180,23
123,19754ec22ac0bcdf36863b4285ecb1fa,2022-11-24T00:00:00,2,381,17
124,c89ac7a6f1afe41cd7c0b943fb16fd41,2022-11-24T00:00:00,3,550,19
125,4667114e126d1d810f49dc9ac54ce240,2022-11-24T00:00:00,0,210,15
126,d67ac78b283502fbc2b054daf7de8283,2022-11-24T00:00:00,2,231,20
127,c9183b4e488c9ff3c2cfe45cd7513cd5,2022-11-24T00:00:00,0,980,2
128,b173958546e24677798623bc65f29e78,2022-11-24T00:00:00,1,731,6
129,d81d4d63fd1c5af73b2f6b61595e609f,2022-11-24T00:00:00,3,991,13
130,9c2c9359817be4452b694e7b4c034cca,2022-11-24T00:00:00,2,611,21
131,ce506f675d1c704f1debda2746826e07,2022-11-24T00:00:00,1,630,24
132,f41dc073a46729e246eda535abfd437b,2022-11-24T00:00:00,2,961,16
133,c1d3ae6b3b8c4dec23a687e0e4895557,2022-11-24T00:00:00,0,601,3
134,7cf7a47ceb17d2645377ce0f6fb5763a,2022-11-24T00:00:00,2,310,17
135,1f7a4f335676a1256b261a5b9218a54b,2022-11-24T00:00:00,2,490,11
136,15f99048c4f4934851bf47b4d2c089bb,2022-11-24T00:00:00,2,430,4
137,3eaa6066b5f6ee06530b07e845c10e23,2022-11-24T00:00:00,1,170,2
138,4c258084bc3ef53ac60b5538720e2834,2022-11-25T00:00:00,1,301,17
139,39786ec1265299713a01b2f7e11a658b,2022-11-25T00:00:00,3,480,6
140,e1489310b04ca28b8dc481e2822fb4ba,2022-11-25T00:00:00,1,761,3
141,d0749e858217e3ce94ca8ca2fd4c688c,2022-11-25T00:00:00,2,260,2
142,4da88e3aee6703594868949023074163,2022-11-25T00:00:00,2,521,0
143,11bb64fae29c8784a171429f9b91a08f,2022-11-25T00:00:00,3,200,11
144,627cea33d75e545eb838047ede38209c,2022-11-25T00:00:00,2,100,12
145,f12babb2a96da6bbd60401144e6e89db,2022-11-25T00:00:00,1,631,15
146,1c914383b583bbd2f6d993c987ca86c3,2022-11-26T00:00:00,1,531,22
147,61ef04f81acfa9713d43fea2d7d54bbf,2022-11-26T00:00:00,0,80,5
148,2a8cff19a813a879d4f704b08a39541d,2022-11-26T00:00:00,2,411,9
149,3d0a02f72fde3a2ef9b7dd9fef7ed076,2022-11-27T00:00:00,3,80,18
150,bdb55d4d6fca30f3b36369c4d0f7df69,2022-11-28T00:00:00,3,741,5
151,e94f4083058da661df84957c0e728729,2022-11-28T00:00:00,1,701,23
152,742802d5a28cc72d9c07f3c82f38adf2,2022-11-29T00:00:00,1,391,2
153,b9baea24a4b00eb884136cf43d14a97b,2022-11-29T00:00:00,2,290,24
154,053b2c68f30d8b2d14b337b73f76256d,2022-11-29T00:00:00,2,910,20
155,aae71b4f568f20134c9bed52bb70abd1,2022-11-29T00:00:00,2,251,9
156,54430ab11461e7fb51246374ec9d334c,2022-11-29T00:00:00,1,810,15
157,e7113769520acb075860b0f754586b3d,2022-11-29T00:00:00,0,721,3
158,656f5fd8b50516dc4c984d6c1772b0a1,2022-11-29T00:00:00,0,631,17
159,154fa36129dbb89b54549502b7f0a6fa,2022-11-29T00:00:00,3,1,16
160,a17e3f8de6547435562eb3bebdfcc719,2022-11-29T00:00:00,1,301,20
161,cb0ed6b71432fc83fdc370887aff7c91,2022-11-29T00:00:00,3,560,15
162,c09489a01f07ccce7fbae2de4c67cfc4,2022-11-29T00:00:00,0,640,9
163,e5ec67e95cf89dc3bc439248f5eb8569,2022-11-29T00:00:00,2,21,11
164,beec7db1cedf04c42032f64277ce106b,2022-11-29T00:00:00,2,820,21
165,95987757d51042da976728eecd3e62d0,2022-11-29T00:00:00,2,721,21
166,c438c8dc34209c16e4c8643903515d82,2022-11-29T00:00:00,2,890,14
167,5fa54f8d56d820c3e0b1124f793ee13f,2022-11-29T00:00:00,3,720,1
168,42a8adbb09745848be70382dc719758f,2022-11-29T00:00:00,1,811,18
169,a75aa54a66b6818e477d8877db71517c,2022-11-30T00:00:00,0,411,9
170,42449a1db2cccadc38df31ababf36c61,2022-11-30T00:00:00,0,31,0
171,75d5b86239438ed19850f49b8af063c1,2022-11-30T00:00:00,0,970,16
172,2063c3510a6c697494409e7d703c8c21,2022-11-30T00:00:00,0,771,1
173,f3fd56403af9458ffb06df6e301f163f,2022-11-30T00:00:00,0,990,9
174,3d6135cb44ebef1341f0ec0e9d5ef276,2022-11-30T00:00:00,3,540,15
175,288c0ead7c307416b5c89a65b8f1b7ab,2022-11-30T00:00:00,1,471,15
176,8c3798e9544e8acc2597f82068797f21,2022-11-30T00:00:00,0,531,17
177,51330ac92340fc06baeecfa751cf1e97,2022-11-30T00:00:00,2,211,24
178,861754364c690af7b1ca19a8540df3b3,2022-11-30T00:00:00,2,910,4
179,8c95ba4969ebe9f4399c7ee70f428b47,2022-11-30T00:00:00,0,71,19
180,cb5f93227f3e0e4cf56a5e115af12871,2022-11-30T00:00:00,2,90,19
181,b76e3c32f18917311a195d0cb5dd66e2,2022-11-30T00:00:00,3,820,2
182,4d18a1678e1513f2b5ea66e2309ddeeb,2022-11-30T00:00:00,0,151,23
183,f865c2d4721690b6668e12977fbabce2,2022-11-30T00:00:00,1,531,6
184,5c070cda774dbcd187681f76a2d378d3,2022-11-30T00:00:00,1,211,22
185,a3c8b37c65b38395521e64f65da3b94b,2022-12-01T00:00:00,3,900,2
186,044adda2295dd2a210d951dcb752bf32,2022-12-01T00:00:00,3,80,2
187,fa557bbc487370a89d9ae2bcfab59be0,2022-12-01T00:00:00,1,660,18
188,cee89163d420b502324c0110cb92efb4,2022-12-01T00:00:00,3,411,17
189,d5f62095293231b13374d6465ded34b6,2022-12-01T00:00:00,2,370,1
190,0542ac1fdd8c9c67df7407a23541c45b,2022-12-01T00:00:00,3,270,18
191,5d94b551821daab5fb686581c103080c,2022-12-01T00:00:00,1,40,2
192,cfc12806e70eed49c22a6a433f701cea,2022-12-01T00:00:00,0,720,17
193,4bca499f1a44284419e343325b307b74,2022-12-01T00:00:00,0,571,24
194,1d3c166313cf0b738579087b6b884a8c,2022-12-01T00:00:00,0,901,23
195,2984336ae2eacf66908986720dc7852c,2022-12-01T00:00:00,0,731,0
196,c3c07c8ff3ff1947fa955fe74713470c,2022-12-01T00:00:00,0,881,12
197,3a4809203144f791c749aaa5d409459c,2022-12-01T00:00:00,2,10,10
